date,year,month,temp_anomaly,co2,ch4,n2o,co2_emissions,months_since_start,co2_growth_rate,ch4_growth_rate,n2o_growth_rate,co2_12mo_ma,ch4_12mo_ma,n2o_12mo_ma,temp_12mo_ma
1921-01-01,1921,1,-0.05,336.56,1625.97,316.3,3114.993896484375,492,0.0,0.0,0.0,336.56,1625.97,316.3,-0.26166666666666666
1921-02-01,1921,2,-0.18,336.56,1625.97,316.3,3114.993896484375,493,0.0,0.0,0.0,336.56,1625.97,316.3,-0.2541666666666667
1921-03-01,1921,3,-0.24,336.56,1625.97,316.3,3114.993896484375,494,0.0,0.0,0.0,336.56,1625.97,316.3,-0.26333333333333336
1921-04-01,1921,4,-0.3,336.56,1625.97,316.3,3114.993896484375,495,0.0,0.0,0.0,336.56,1625.97,316.3,-0.2675
1921-05-01,1921,5,-0.31,336.56,1625.97,316.3,3114.993896484375,496,0.0,0.0,0.0,336.56,1625.97,316.3,-0.27083333333333337
1921-06-01,1921,6,-0.28,336.56,1625.97,316.3,3114.993896484375,497,0.0,0.0,0.0,336.56,1625.97,316.3,-0.26416666666666666
1921-07-01,1921,7,-0.15,336.56,1625.97,316.3,3114.993896484375,498,0.0,0.0,0.0,336.56,1625.97,316.3,-0.25083333333333335
1921-08-01,1921,8,-0.27,336.56,1625.97,316.3,3114.993896484375,499,0.0,0.0,0.0,336.56,1625.97,316.3,-0.2508333333333334
1921-09-01,1921,9,-0.19,336.56,1625.97,316.3,3114.993896484375,500,0.0,0.0,0.0,336.56,1625.97,316.3,-0.24833333333333338
1921-10-01,1921,10,-0.04,336.56,1625.97,316.3,3114.993896484375,501,0.0,0.0,0.0,336.56,1625.97,316.3,-0.2291666666666667
1921-11-01,1921,11,-0.15,336.56,1625.97,316.3,3114.993896484375,502,0.0,0.0,0.0,336.56,1625.97,316.3,-0.2191666666666667
1921-12-01,1921,12,-0.18,336.56,1625.97,316.3,3114.993896484375,503,0.0,0.0,0.0,336.56,1625.97,316.3,-0.19499999999999998
1922-01-01,1922,1,-0.35,336.56,1625.97,316.3,3264.716796875,504,0.0,0.0,0.0,336.56,1625.97,316.3,-0.22
1922-02-01,1922,2,-0.45,336.56,1625.97,316.3,3264.716796875,505,0.0,0.0,0.0,336.56,1625.97,316.3,-0.24250000000000002
1922-03-01,1922,3,-0.16,336.56,1625.97,316.3,3264.716796875,506,0.0,0.0,0.0,336.56,1625.97,316.3,-0.23583333333333334
1922-04-01,1922,4,-0.24,336.56,1625.97,316.3,3264.716796875,507,0.0,0.0,0.0,336.56,1625.97,316.3,-0.23083333333333336
1922-05-01,1922,5,-0.34,336.56,1625.97,316.3,3264.716796875,508,0.0,0.0,0.0,336.56,1625.97,316.3,-0.23333333333333336
1922-06-01,1922,6,-0.31,336.56,1625.97,316.3,3264.716796875,509,0.0,0.0,0.0,336.56,1625.97,316.3,-0.23583333333333334
1922-07-01,1922,7,-0.28,336.56,1625.97,316.3,3264.716796875,510,0.0,0.0,0.0,336.56,1625.97,316.3,-0.2466666666666667
1922-08-01,1922,8,-0.34,336.56,1625.97,316.3,3264.716796875,511,0.0,0.0,0.0,336.56,1625.97,316.3,-0.2525
1922-09-01,1922,9,-0.36,336.56,1625.97,316.3,3264.716796875,512,0.0,0.0,0.0,336.56,1625.97,316.3,-0.26666666666666666
1922-10-01,1922,10,-0.32,336.56,1625.97,316.3,3264.716796875,513,0.0,0.0,0.0,336.56,1625.97,316.3,-0.29000000000000004
1922-11-01,1922,11,-0.15,336.56,1625.97,316.3,3264.716796875,514,0.0,0.0,0.0,336.56,1625.97,316.3,-0.29000000000000004
1922-12-01,1922,12,-0.2,336.56,1625.97,316.3,3264.716796875,515,0.0,0.0,0.0,336.56,1625.97,316.3,-0.2916666666666667
1923-01-01,1923,1,-0.28,336.56,1625.97,316.3,3702.995849609375,516,0.0,0.0,0.0,336.56,1625.97,316.3,-0.28583333333333333
1923-02-01,1923,2,-0.4,336.56,1625.97,316.3,3702.995849609375,517,0.0,0.0,0.0,336.56,1625.97,316.3,-0.2816666666666667
1923-03-01,1923,3,-0.34,336.56,1625.97,316.3,3702.995849609375,518,0.0,0.0,0.0,336.56,1625.97,316.3,-0.2966666666666667
1923-04-01,1923,4,-0.42,336.56,1625.97,316.3,3702.995849609375,519,0.0,0.0,0.0,336.56,1625.97,316.3,-0.3116666666666667
1923-05-01,1923,5,-0.35,336.56,1625.97,316.3,3702.995849609375,520,0.0,0.0,0.0,336.56,1625.97,316.3,-0.3125
1923-06-01,1923,6,-0.3,336.56,1625.97,316.3,3702.995849609375,521,0.0,0.0,0.0,336.56,1625.97,316.3,-0.3116666666666667
1923-07-01,1923,7,-0.32,336.56,1625.97,316.3,3702.995849609375,522,0.0,0.0,0.0,336.56,1625.97,316.3,-0.315
1923-08-01,1923,8,-0.34,336.56,1625.97,316.3,3702.995849609375,523,0.0,0.0,0.0,336.56,1625.97,316.3,-0.31500000000000006
1923-09-01,1923,9,-0.32,336.56,1625.97,316.3,3702.995849609375,524,0.0,0.0,0.0,336.56,1625.97,316.3,-0.3116666666666667
1923-10-01,1923,10,-0.14,336.56,1625.97,316.3,3702.995849609375,525,0.0,0.0,0.0,336.56,1625.97,316.3,-0.2966666666666667
1923-11-01,1923,11,-0.03,336.56,1625.97,316.3,3702.995849609375,526,0.0,0.0,0.0,336.56,1625.97,316.3,-0.2866666666666667
1923-12-01,1923,12,-0.04,336.56,1625.97,316.3,3702.995849609375,527,0.0,0.0,0.0,336.56,1625.97,316.3,-0.2733333333333334
1924-01-01,1924,1,-0.23,336.56,1625.97,316.3,3716.142578125,528,0.0,0.0,0.0,336.56,1625.97,316.3,-0.26916666666666667
1924-02-01,1924,2,-0.24,336.56,1625.97,316.3,3716.142578125,529,0.0,0.0,0.0,336.56,1625.97,316.3,-0.25583333333333336
1924-03-01,1924,3,-0.09,336.56,1625.97,316.3,3716.142578125,530,0.0,0.0,0.0,336.56,1625.97,316.3,-0.23500000000000001
1924-04-01,1924,4,-0.31,336.56,1625.97,316.3,3716.142578125,531,0.0,0.0,0.0,336.56,1625.97,316.3,-0.22583333333333336
1924-05-01,1924,5,-0.19,336.56,1625.97,316.3,3716.142578125,532,0.0,0.0,0.0,336.56,1625.97,316.3,-0.21250000000000002
1924-06-01,1924,6,-0.27,336.56,1625.97,316.3,3716.142578125,533,0.0,0.0,0.0,336.56,1625.97,316.3,-0.21000000000000005
1924-07-01,1924,7,-0.3,336.56,1625.97,316.3,3716.142578125,534,0.0,0.0,0.0,336.56,1625.97,316.3,-0.20833333333333334
1924-08-01,1924,8,-0.36,336.56,1625.97,316.3,3716.142578125,535,0.0,0.0,0.0,336.56,1625.97,316.3,-0.21000000000000005
1924-09-01,1924,9,-0.32,336.56,1625.97,316.3,3716.142578125,536,0.0,0.0,0.0,336.56,1625.97,316.3,-0.21
1924-10-01,1924,10,-0.35,336.56,1625.97,316.3,3716.142578125,537,0.0,0.0,0.0,336.56,1625.97,316.3,-0.22750000000000004
1924-11-01,1924,11,-0.21,336.56,1625.97,316.3,3716.142578125,538,0.0,0.0,0.0,336.56,1625.97,316.3,-0.24250000000000002
1924-12-01,1924,12,-0.44,336.56,1625.97,316.3,3716.142578125,539,0.0,0.0,0.0,336.56,1625.97,316.3,-0.2758333333333333
1925-01-01,1925,1,-0.38,336.56,1625.97,316.3,3740.6328125,540,0.0,0.0,0.0,336.56,1625.97,316.3,-0.28833333333333333
1925-02-01,1925,2,-0.4,336.56,1625.97,316.3,3740.6328125,541,0.0,0.0,0.0,336.56,1625.97,316.3,-0.3016666666666667
1925-03-01,1925,3,-0.28,336.56,1625.97,316.3,3740.6328125,542,0.0,0.0,0.0,336.56,1625.97,316.3,-0.31750000000000006
1925-04-01,1925,4,-0.26,336.56,1625.97,316.3,3740.6328125,543,0.0,0.0,0.0,336.56,1625.97,316.3,-0.3133333333333334
1925-05-01,1925,5,-0.3,336.56,1625.97,316.3,3740.6328125,544,0.0,0.0,0.0,336.56,1625.97,316.3,-0.3225
1925-06-01,1925,6,-0.33,336.56,1625.97,316.3,3740.6328125,545,0.0,0.0,0.0,336.56,1625.97,316.3,-0.32750000000000007
1925-07-01,1925,7,-0.27,336.56,1625.97,316.3,3740.6328125,546,0.0,0.0,0.0,336.56,1625.97,316.3,-0.325
1925-08-01,1925,8,-0.21,336.56,1625.97,316.3,3740.6328125,547,0.0,0.0,0.0,336.56,1625.97,316.3,-0.31250000000000006
1925-09-01,1925,9,-0.2,336.56,1625.97,316.3,3740.6328125,548,0.0,0.0,0.0,336.56,1625.97,316.3,-0.30250000000000005
1925-10-01,1925,10,-0.18,336.56,1625.97,316.3,3740.6328125,549,0.0,0.0,0.0,336.56,1625.97,316.3,-0.2883333333333334
1925-11-01,1925,11,0.05,336.56,1625.97,316.3,3740.6328125,550,0.0,0.0,0.0,336.56,1625.97,316.3,-0.2666666666666667
1925-12-01,1925,12,0.06,336.56,1625.97,316.3,3740.6328125,551,0.0,0.0,0.0,336.56,1625.97,316.3,-0.22500000000000006
1926-01-01,1926,1,0.2,336.56,1625.97,316.3,3677.40673828125,552,0.0,0.0,0.0,336.56,1625.97,316.3,-0.17666666666666667
1926-02-01,1926,2,0.02,336.56,1625.97,316.3,3677.40673828125,553,0.0,0.0,0.0,336.56,1625.97,316.3,-0.1416666666666667
1926-03-01,1926,3,0.11,336.56,1625.97,316.3,3677.40673828125,554,0.0,0.0,0.0,336.56,1625.97,316.3,-0.10916666666666669
1926-04-01,1926,4,-0.14,336.56,1625.97,316.3,3677.40673828125,555,0.0,0.0,0.0,336.56,1625.97,316.3,-0.09916666666666668
1926-05-01,1926,5,-0.24,336.56,1625.97,316.3,3677.40673828125,556,0.0,0.0,0.0,336.56,1625.97,316.3,-0.09416666666666668
1926-06-01,1926,6,-0.27,336.56,1625.97,316.3,3677.40673828125,557,0.0,0.0,0.0,336.56,1625.97,316.3,-0.08916666666666669
1926-07-01,1926,7,-0.28,336.56,1625.97,316.3,3677.40673828125,558,0.0,0.0,0.0,336.56,1625.97,316.3,-0.09000000000000002
1926-08-01,1926,8,-0.13,336.56,1625.97,316.3,3677.40673828125,559,0.0,0.0,0.0,336.56,1625.97,316.3,-0.08333333333333336
1926-09-01,1926,9,-0.15,336.56,1625.97,316.3,3677.40673828125,560,0.0,0.0,0.0,336.56,1625.97,316.3,-0.07916666666666668
1926-10-01,1926,10,-0.11,336.56,1625.97,316.3,3677.40673828125,561,0.0,0.0,0.0,336.56,1625.97,316.3,-0.07333333333333335
1926-11-01,1926,11,-0.07,336.56,1625.97,316.3,3677.40673828125,562,0.0,0.0,0.0,336.56,1625.97,316.3,-0.08333333333333336
1926-12-01,1926,12,-0.3,336.56,1625.97,316.3,3677.40673828125,563,0.0,0.0,0.0,336.56,1625.97,316.3,-0.11333333333333336
1927-01-01,1927,1,-0.27,336.56,1625.97,316.3,4012.94677734375,564,0.0,0.0,0.0,336.56,1625.97,316.3,-0.15250000000000002
1927-02-01,1927,2,-0.18,336.56,1625.97,316.3,4012.94677734375,565,0.0,0.0,0.0,336.56,1625.97,316.3,-0.1691666666666667
1927-03-01,1927,3,-0.39,336.56,1625.97,316.3,4012.94677734375,566,0.0,0.0,0.0,336.56,1625.97,316.3,-0.21083333333333334
1927-04-01,1927,4,-0.31,336.56,1625.97,316.3,4012.94677734375,567,0.0,0.0,0.0,336.56,1625.97,316.3,-0.22500000000000006
1927-05-01,1927,5,-0.26,336.56,1625.97,316.3,4012.94677734375,568,0.0,0.0,0.0,336.56,1625.97,316.3,-0.22666666666666668
1927-06-01,1927,6,-0.28,336.56,1625.97,316.3,4012.94677734375,569,0.0,0.0,0.0,336.56,1625.97,316.3,-0.22750000000000004
1927-07-01,1927,7,-0.19,336.56,1625.97,316.3,4012.94677734375,570,0.0,0.0,0.0,336.56,1625.97,316.3,-0.22000000000000006
1927-08-01,1927,8,-0.24,336.56,1625.97,316.3,4012.94677734375,571,0.0,0.0,0.0,336.56,1625.97,316.3,-0.22916666666666666
1927-09-01,1927,9,-0.13,336.56,1625.97,316.3,4012.94677734375,572,0.0,0.0,0.0,336.56,1625.97,316.3,-0.22750000000000004
1927-10-01,1927,10,-0.01,336.56,1625.97,316.3,4012.94677734375,573,0.0,0.0,0.0,336.56,1625.97,316.3,-0.2191666666666667
1927-11-01,1927,11,-0.06,336.56,1625.97,316.3,4012.94677734375,574,0.0,0.0,0.0,336.56,1625.97,316.3,-0.21833333333333338
1927-12-01,1927,12,-0.34,336.56,1625.97,316.3,4012.94677734375,575,0.0,0.0,0.0,336.56,1625.97,316.3,-0.22166666666666668
1928-01-01,1928,1,-0.03,336.56,1625.97,316.3,3996.310546875,576,0.0,0.0,0.0,336.56,1625.97,316.3,-0.2016666666666667
1928-02-01,1928,2,-0.09,336.56,1625.97,316.3,3996.310546875,577,0.0,0.0,0.0,336.56,1625.97,316.3,-0.19416666666666668
1928-03-01,1928,3,-0.25,336.56,1625.97,316.3,3996.310546875,578,0.0,0.0,0.0,336.56,1625.97,316.3,-0.18250000000000002
1928-04-01,1928,4,-0.29,336.56,1625.97,316.3,3996.310546875,579,0.0,0.0,0.0,336.56,1625.97,316.3,-0.18083333333333337
1928-05-01,1928,5,-0.3,336.56,1625.97,316.3,3996.310546875,580,0.0,0.0,0.0,336.56,1625.97,316.3,-0.1841666666666667
1928-06-01,1928,6,-0.39,336.56,1625.97,316.3,3996.310546875,581,0.0,0.0,0.0,336.56,1625.97,316.3,-0.19333333333333336
1928-07-01,1928,7,-0.2,336.56,1625.97,316.3,3996.310546875,582,0.0,0.0,0.0,336.56,1625.97,316.3,-0.1941666666666667
1928-08-01,1928,8,-0.22,336.56,1625.97,316.3,3996.310546875,583,0.0,0.0,0.0,336.56,1625.97,316.3,-0.1925
1928-09-01,1928,9,-0.21,336.56,1625.97,316.3,3996.310546875,584,0.0,0.0,0.0,336.56,1625.97,316.3,-0.1991666666666667
1928-10-01,1928,10,-0.19,336.56,1625.97,316.3,3996.310546875,585,0.0,0.0,0.0,336.56,1625.97,316.3,-0.2141666666666667
1928-11-01,1928,11,-0.1,336.56,1625.97,316.3,3996.310546875,586,0.0,0.0,0.0,336.56,1625.97,316.3,-0.21750000000000003
1928-12-01,1928,12,-0.17,336.56,1625.97,316.3,3996.310546875,587,0.0,0.0,0.0,336.56,1625.97,316.3,-0.20333333333333334
1929-01-01,1929,1,-0.45,336.56,1625.97,316.3,4288.2099609375,588,0.0,0.0,0.0,336.56,1625.97,316.3,-0.23833333333333337
1929-02-01,1929,2,-0.59,336.56,1625.97,316.3,4288.2099609375,589,0.0,0.0,0.0,336.56,1625.97,316.3,-0.28
1929-03-01,1929,3,-0.33,336.56,1625.97,316.3,4288.2099609375,590,0.0,0.0,0.0,336.56,1625.97,316.3,-0.2866666666666667
1929-04-01,1929,4,-0.42,336.56,1625.97,316.3,4288.2099609375,591,0.0,0.0,0.0,336.56,1625.97,316.3,-0.29750000000000004
1929-05-01,1929,5,-0.38,336.56,1625.97,316.3,4288.2099609375,592,0.0,0.0,0.0,336.56,1625.97,316.3,-0.3041666666666667
1929-06-01,1929,6,-0.44,336.56,1625.97,316.3,4288.2099609375,593,0.0,0.0,0.0,336.56,1625.97,316.3,-0.3083333333333334
1929-07-01,1929,7,-0.37,336.56,1625.97,316.3,4288.2099609375,594,0.0,0.0,0.0,336.56,1625.97,316.3,-0.3225
1929-08-01,1929,8,-0.33,336.56,1625.97,316.3,4288.2099609375,595,0.0,0.0,0.0,336.56,1625.97,316.3,-0.33166666666666667
1929-09-01,1929,9,-0.25,336.56,1625.97,316.3,4288.2099609375,596,0.0,0.0,0.0,336.56,1625.97,316.3,-0.335
1929-10-01,1929,10,-0.15,336.56,1625.97,316.3,4288.2099609375,597,0.0,0.0,0.0,336.56,1625.97,316.3,-0.33166666666666667
1929-11-01,1929,11,-0.12,336.56,1625.97,316.3,4288.2099609375,598,0.0,0.0,0.0,336.56,1625.97,316.3,-0.3333333333333333
1929-12-01,1929,12,-0.55,336.56,1625.97,316.3,4288.2099609375,599,0.0,0.0,0.0,336.56,1625.97,316.3,-0.365
1930-01-01,1930,1,-0.3,336.56,1625.97,316.3,3958.094482421875,600,0.0,0.0,0.0,336.56,1625.97,316.3,-0.35250000000000004
1930-02-01,1930,2,-0.27,336.56,1625.97,316.3,3958.094482421875,601,0.0,0.0,0.0,336.56,1625.97,316.3,-0.32583333333333336
1930-03-01,1930,3,-0.11,336.56,1625.97,316.3,3958.094482421875,602,0.0,0.0,0.0,336.56,1625.97,316.3,-0.3075
1930-04-01,1930,4,-0.25,336.56,1625.97,316.3,3958.094482421875,603,0.0,0.0,0.0,336.56,1625.97,316.3,-0.29333333333333333
1930-05-01,1930,5,-0.24,336.56,1625.97,316.3,3958.094482421875,604,0.0,0.0,0.0,336.56,1625.97,316.3,-0.2816666666666667
1930-06-01,1930,6,-0.22,336.56,1625.97,316.3,3958.094482421875,605,0.0,0.0,0.0,336.56,1625.97,316.3,-0.26333333333333336
1930-07-01,1930,7,-0.21,336.56,1625.97,316.3,3958.094482421875,606,0.0,0.0,0.0,336.56,1625.97,316.3,-0.25
1930-08-01,1930,8,-0.15,336.56,1625.97,316.3,3958.094482421875,607,0.0,0.0,0.0,336.56,1625.97,316.3,-0.23500000000000001
1930-09-01,1930,9,-0.16,336.56,1625.97,316.3,3958.094482421875,608,0.0,0.0,0.0,336.56,1625.97,316.3,-0.2275
1930-10-01,1930,10,-0.12,336.56,1625.97,316.3,3958.094482421875,609,0.0,0.0,0.0,336.56,1625.97,316.3,-0.225
1930-11-01,1930,11,0.17,336.56,1625.97,316.3,3958.094482421875,610,0.0,0.0,0.0,336.56,1625.97,316.3,-0.20083333333333334
1930-12-01,1930,12,-0.06,336.56,1625.97,316.3,3958.094482421875,611,0.0,0.0,0.0,336.56,1625.97,316.3,-0.16000000000000003
1931-01-01,1931,1,-0.1,336.56,1625.97,316.3,3539.31884765625,612,0.0,0.0,0.0,336.56,1625.97,316.3,-0.14333333333333334
1931-02-01,1931,2,-0.21,336.56,1625.97,316.3,3539.31884765625,613,0.0,0.0,0.0,336.56,1625.97,316.3,-0.13833333333333334
1931-03-01,1931,3,-0.11,336.56,1625.97,316.3,3539.31884765625,614,0.0,0.0,0.0,336.56,1625.97,316.3,-0.13833333333333334
1931-04-01,1931,4,-0.23,336.56,1625.97,316.3,3539.31884765625,615,0.0,0.0,0.0,336.56,1625.97,316.3,-0.1366666666666667
1931-05-01,1931,5,-0.2,336.56,1625.97,316.3,3539.31884765625,616,0.0,0.0,0.0,336.56,1625.97,316.3,-0.13333333333333333
1931-06-01,1931,6,-0.08,336.56,1625.97,316.3,3539.31884765625,617,0.0,0.0,0.0,336.56,1625.97,316.3,-0.12166666666666669
1931-07-01,1931,7,-0.03,336.56,1625.97,316.3,3539.31884765625,618,0.0,0.0,0.0,336.56,1625.97,316.3,-0.10666666666666669
1931-08-01,1931,8,-0.03,336.56,1625.97,316.3,3539.31884765625,619,0.0,0.0,0.0,336.56,1625.97,316.3,-0.09666666666666669
1931-09-01,1931,9,-0.06,336.56,1625.97,316.3,3539.31884765625,620,0.0,0.0,0.0,336.56,1625.97,316.3,-0.08833333333333333
1931-10-01,1931,10,0.05,336.56,1625.97,316.3,3539.31884765625,621,0.0,0.0,0.0,336.56,1625.97,316.3,-0.07416666666666669
1931-11-01,1931,11,-0.06,336.56,1625.97,316.3,3539.31884765625,622,0.0,0.0,0.0,336.56,1625.97,316.3,-0.09333333333333337
1931-12-01,1931,12,-0.06,336.56,1625.97,316.3,3539.31884765625,623,0.0,0.0,0.0,336.56,1625.97,316.3,-0.09333333333333337
1932-01-01,1932,1,0.15,336.56,1625.97,316.3,3192.590087890625,624,0.0,0.0,0.0,336.56,1625.97,316.3,-0.07250000000000001
1932-02-01,1932,2,-0.17,336.56,1625.97,316.3,3192.590087890625,625,0.0,0.0,0.0,336.56,1625.97,316.3,-0.06916666666666668
1932-03-01,1932,3,-0.18,336.56,1625.97,316.3,3192.590087890625,626,0.0,0.0,0.0,336.56,1625.97,316.3,-0.07500000000000002
1932-04-01,1932,4,-0.06,336.56,1625.97,316.3,3192.590087890625,627,0.0,0.0,0.0,336.56,1625.97,316.3,-0.06083333333333335
1932-05-01,1932,5,-0.18,336.56,1625.97,316.3,3192.590087890625,628,0.0,0.0,0.0,336.56,1625.97,316.3,-0.059166666666666694
1932-06-01,1932,6,-0.29,336.56,1625.97,316.3,3192.590087890625,629,0.0,0.0,0.0,336.56,1625.97,316.3,-0.07666666666666667
1932-07-01,1932,7,-0.25,336.56,1625.97,316.3,3192.590087890625,630,0.0,0.0,0.0,336.56,1625.97,316.3,-0.09500000000000001
1932-08-01,1932,8,-0.22,336.56,1625.97,316.3,3192.590087890625,631,0.0,0.0,0.0,336.56,1625.97,316.3,-0.11083333333333334
1932-09-01,1932,9,-0.1,336.56,1625.97,316.3,3192.590087890625,632,0.0,0.0,0.0,336.56,1625.97,316.3,-0.1141666666666667
1932-10-01,1932,10,-0.09,336.56,1625.97,316.3,3192.590087890625,633,0.0,0.0,0.0,336.56,1625.97,316.3,-0.12583333333333332
1932-11-01,1932,11,-0.28,336.56,1625.97,316.3,3192.590087890625,634,0.0,0.0,0.0,336.56,1625.97,316.3,-0.1441666666666667
1932-12-01,1932,12,-0.27,336.56,1625.97,316.3,3192.590087890625,635,0.0,0.0,0.0,336.56,1625.97,316.3,-0.1616666666666667
1933-01-01,1933,1,-0.23,336.56,1625.97,316.3,3362.68212890625,636,0.0,0.0,0.0,336.56,1625.97,316.3,-0.19333333333333336
1933-02-01,1933,2,-0.3,336.56,1625.97,316.3,3362.68212890625,637,0.0,0.0,0.0,336.56,1625.97,316.3,-0.2041666666666667
1933-03-01,1933,3,-0.3,336.56,1625.97,316.3,3362.68212890625,638,0.0,0.0,0.0,336.56,1625.97,316.3,-0.2141666666666667
1933-04-01,1933,4,-0.25,336.56,1625.97,316.3,3362.68212890625,639,0.0,0.0,0.0,336.56,1625.97,316.3,-0.23
1933-05-01,1933,5,-0.29,336.56,1625.97,316.3,3362.68212890625,640,0.0,0.0,0.0,336.56,1625.97,316.3,-0.23916666666666667
1933-06-01,1933,6,-0.34,336.56,1625.97,316.3,3362.68212890625,641,0.0,0.0,0.0,336.56,1625.97,316.3,-0.24333333333333337
1933-07-01,1933,7,-0.22,336.56,1625.97,316.3,3362.68212890625,642,0.0,0.0,0.0,336.56,1625.97,316.3,-0.24083333333333334
1933-08-01,1933,8,-0.24,336.56,1625.97,316.3,3362.68212890625,643,0.0,0.0,0.0,336.56,1625.97,316.3,-0.24250000000000002
1933-09-01,1933,9,-0.29,336.56,1625.97,316.3,3362.68212890625,644,0.0,0.0,0.0,336.56,1625.97,316.3,-0.25833333333333336
1933-10-01,1933,10,-0.25,336.56,1625.97,316.3,3362.68212890625,645,0.0,0.0,0.0,336.56,1625.97,316.3,-0.27166666666666667
1933-11-01,1933,11,-0.31,336.56,1625.97,316.3,3362.68212890625,646,0.0,0.0,0.0,336.56,1625.97,316.3,-0.2741666666666667
1933-12-01,1933,12,-0.45,336.56,1625.97,316.3,3362.68212890625,647,0.0,0.0,0.0,336.56,1625.97,316.3,-0.2891666666666667
1934-01-01,1934,1,-0.21,336.56,1625.97,316.3,3656.185546875,648,0.0,0.0,0.0,336.56,1625.97,316.3,-0.28750000000000003
1934-02-01,1934,2,-0.03,336.56,1625.97,316.3,3656.185546875,649,0.0,0.0,0.0,336.56,1625.97,316.3,-0.265
1934-03-01,1934,3,-0.29,336.56,1625.97,316.3,3656.185546875,650,0.0,0.0,0.0,336.56,1625.97,316.3,-0.2641666666666667
1934-04-01,1934,4,-0.31,336.56,1625.97,316.3,3656.185546875,651,0.0,0.0,0.0,336.56,1625.97,316.3,-0.2691666666666667
1934-05-01,1934,5,-0.1,336.56,1625.97,316.3,3656.185546875,652,0.0,0.0,0.0,336.56,1625.97,316.3,-0.25333333333333335
1934-06-01,1934,6,-0.15,336.56,1625.97,316.3,3656.185546875,653,0.0,0.0,0.0,336.56,1625.97,316.3,-0.23750000000000004
1934-07-01,1934,7,-0.11,336.56,1625.97,316.3,3656.185546875,654,0.0,0.0,0.0,336.56,1625.97,316.3,-0.22833333333333336
1934-08-01,1934,8,-0.12,336.56,1625.97,316.3,3656.185546875,655,0.0,0.0,0.0,336.56,1625.97,316.3,-0.21833333333333338
1934-09-01,1934,9,-0.16,336.56,1625.97,316.3,3656.185546875,656,0.0,0.0,0.0,336.56,1625.97,316.3,-0.20750000000000002
1934-10-01,1934,10,-0.07,336.56,1625.97,316.3,3656.185546875,657,0.0,0.0,0.0,336.56,1625.97,316.3,-0.19250000000000003
1934-11-01,1934,11,0.03,336.56,1625.97,316.3,3656.185546875,658,0.0,0.0,0.0,336.56,1625.97,316.3,-0.16416666666666668
1934-12-01,1934,12,-0.03,336.56,1625.97,316.3,3656.185546875,659,0.0,0.0,0.0,336.56,1625.97,316.3,-0.12916666666666668
1935-01-01,1935,1,-0.34,336.56,1625.97,316.3,3835.74072265625,660,0.0,0.0,0.0,336.56,1625.97,316.3,-0.14
1935-02-01,1935,2,0.14,336.56,1625.97,316.3,3835.74072265625,661,0.0,0.0,0.0,336.56,1625.97,316.3,-0.12583333333333335
1935-03-01,1935,3,-0.14,336.56,1625.97,316.3,3835.74072265625,662,0.0,0.0,0.0,336.56,1625.97,316.3,-0.11333333333333336
1935-04-01,1935,4,-0.37,336.56,1625.97,316.3,3835.74072265625,663,0.0,0.0,0.0,336.56,1625.97,316.3,-0.11833333333333336
1935-05-01,1935,5,-0.29,336.56,1625.97,316.3,3835.74072265625,664,0.0,0.0,0.0,336.56,1625.97,316.3,-0.13416666666666668
1935-06-01,1935,6,-0.27,336.56,1625.97,316.3,3835.74072265625,665,0.0,0.0,0.0,336.56,1625.97,316.3,-0.1441666666666667
1935-07-01,1935,7,-0.22,336.56,1625.97,316.3,3835.74072265625,666,0.0,0.0,0.0,336.56,1625.97,316.3,-0.15333333333333335
1935-08-01,1935,8,-0.22,336.56,1625.97,316.3,3835.74072265625,667,0.0,0.0,0.0,336.56,1625.97,316.3,-0.1616666666666667
1935-09-01,1935,9,-0.21,336.56,1625.97,316.3,3835.74072265625,668,0.0,0.0,0.0,336.56,1625.97,316.3,-0.16583333333333336
1935-10-01,1935,10,-0.06,336.56,1625.97,316.3,3835.74072265625,669,0.0,0.0,0.0,336.56,1625.97,316.3,-0.165
1935-11-01,1935,11,-0.26,336.56,1625.97,316.3,3835.74072265625,670,0.0,0.0,0.0,336.56,1625.97,316.3,-0.1891666666666667
1935-12-01,1935,12,-0.17,336.56,1625.97,316.3,3835.74072265625,671,0.0,0.0,0.0,336.56,1625.97,316.3,-0.20083333333333334
1936-01-01,1936,1,-0.28,336.56,1625.97,316.3,4207.9287109375,672,0.0,0.0,0.0,336.56,1625.97,316.3,-0.1958333333333334
1936-02-01,1936,2,-0.38,336.56,1625.97,316.3,4207.9287109375,673,0.0,0.0,0.0,336.56,1625.97,316.3,-0.23916666666666672
1936-03-01,1936,3,-0.21,336.56,1625.97,316.3,4207.9287109375,674,0.0,0.0,0.0,336.56,1625.97,316.3,-0.24500000000000002
1936-04-01,1936,4,-0.2,336.56,1625.97,316.3,4207.9287109375,675,0.0,0.0,0.0,336.56,1625.97,316.3,-0.23083333333333333
1936-05-01,1936,5,-0.16,336.56,1625.97,316.3,4207.9287109375,676,0.0,0.0,0.0,336.56,1625.97,316.3,-0.22
1936-06-01,1936,6,-0.22,336.56,1625.97,316.3,4207.9287109375,677,0.0,0.0,0.0,336.56,1625.97,316.3,-0.21583333333333335
1936-07-01,1936,7,-0.1,336.56,1625.97,316.3,4207.9287109375,678,0.0,0.0,0.0,336.56,1625.97,316.3,-0.2058333333333334
